vendor_id,category,event_type,location,capacity,rating,experience_years,popularity_score,duration_hours,month,price
10089,Sound,Wedding,Kandy,223,3.37,4,601,5,January,86600
10090,Photography,Sports,Ampitiya,882,4.88,10,558,4,June,208300
10091,Music,Musical,Gampola,854,3.5,15,536,4,June,171700
10092,Makeup,Wedding,Ampitiya,137,4.6,13,965,4,March,46000
10093,Venue,Sports,Peradeniya,899,3.89,3,311,12,January,665100
10094,Decoration,Wedding,Digana,349,4.61,10,441,4,February,98900
10095,Music,Wedding,Ampitiya,530,3.16,20,189,11,March,133300
10096,Sound,Wedding,Yatinuwara,293,4.75,1,927,6,December,90400
10097,Lighting,Corporate,Anniewatta,209,3.85,14,954,10,May,96700
10098,Florist,Exhibition,Gampola,724,3.36,17,22,9,May,90500
10099,Makeup,Musical,Kandy,293,4.02,16,338,12,May,88300
10100,Makeup,Corporate,Akurana,465,4.95,11,645,9,March,90800
10101,Security,Wedding,Tennekumbura,754,4.06,16,956,2,February,172600
10102,Florist,Cultural,Yatinuwara,997,3.19,19,776,8,December,131400
10103,Security,Cultural,Ampitiya,624,3.9,5,334,2,February,131900
10104,Venue,Musical,Digana,976,4.99,19,779,2,July,1154000
10105,Florist,Musical,Ampitiya,99,3.54,14,739,7,February,52400
10106,Music,Cultural,Anniewatta,584,4.63,8,855,9,December,140900
10107,Venue,Sports,Gampola,830,3.93,10,580,3,May,644600
10108,Venue,Musical,Pilimathalawa,210,4.44,16,811,2,August,686200
10109,Decoration,Exhibition,Gampola,467,4.39,10,133,6,May,185900
10110,Venue,Exhibition,Peradeniya,791,4.35,16,431,8,September,440900
10111,Music,Exhibition,Kurunegala Road,836,4.59,14,674,6,May,148800
10112,Transport,Birthday,Ampitiya,970,3.62,8,823,3,August,162600
10113,Transport,Wedding,Harispattuwa,920,3.04,11,152,7,December,110600
10114,Security,Sports,Gelioya,290,4.3,8,600,7,July,86100
10115,Decoration,Exhibition,Ampitiya,701,4.31,9,880,2,April,151100
10116,Venue,Wedding,Ampitiya,713,4.59,16,326,6,July,713800
10117,Decoration,Cultural,Gampola,635,4.25,4,354,7,March,141400
10118,Photography,Exhibition,Pilimathalawa,125,3.78,7,120,8,March,183600
10119,Makeup,Musical,Kurunegala Road,161,4.42,20,819,6,November,54500
10120,Sound,Corporate,Digana,412,3.07,15,592,7,October,107200
10121,Photography,Birthday,Pilimathalawa,829,3.56,3,295,11,July,117600
10122,Venue,Musical,Wattegama,551,4.87,9,333,9,April,742800
10123,Venue,Corporate,Gampola,821,4.43,5,725,7,September,520200
10124,Lighting,Musical,Ampitiya,746,3.46,16,654,9,July,186900
10125,Security,Corporate,Harispattuwa,884,3.25,18,650,8,March,201600
10126,Venue,Wedding,Kurunegala Road,939,3.54,18,46,9,September,268200
10127,Transport,Birthday,Peradeniya,356,3.59,10,87,8,January,69900
10128,Venue,Corporate,Kadugannawa,348,3.35,1,953,11,December,200400
10129,Transport,Birthday,Harispattuwa,987,3.29,9,629,6,May,126600
10130,Decoration,Exhibition,Kadugannawa,769,4.51,5,482,10,November,261900
10131,Lighting,Corporate,Anniewatta,526,3.6,16,739,8,May,125500
10132,Transport,Exhibition,Anniewatta,98,4.62,10,522,4,September,78900
10133,Sound,Corporate,Gampola,892,4.93,8,831,9,October,238000
10134,Security,Birthday,Gampola,579,3.23,13,165,2,June,153500
10135,Florist,Cultural,Tennekumbura,824,4.06,11,945,11,August,119300
10136,Florist,Sports,Yatinuwara,662,3.43,10,888,6,October,56900
10137,Lighting,Cultural,Ampitiya,968,3.48,14,766,3,October,136000
10138,Photography,Corporate,Harispattuwa,673,4.3,12,410,10,May,180800
10139,Venue,Birthday,Tennekumbura,994,4.18,11,945,11,September,732900
10140,Decoration,Corporate,Ampitiya,686,3.59,6,996,10,December,91700
10141,Sound,Cultural,Kandy,362,4.2,3,105,9,February,82800
10142,Photography,Musical,Yatinuwara,210,4,8,157,6,June,110500
10143,Decoration,Sports,Kurunegala Road,331,4.76,7,916,12,November,159800
10144,Music,Sports,Kadugannawa,131,4.02,5,883,2,June,71200
10145,Sound,Wedding,Kadugannawa,507,4.21,17,763,9,April,150100
10146,Lighting,Cultural,Tennekumbura,591,3.84,16,436,5,October,159900
10147,Lighting,Wedding,Tennekumbura,353,4.74,13,567,9,December,154000
10148,Decoration,Wedding,Tennekumbura,117,4.18,9,640,8,October,128100
10149,Decoration,Wedding,Digana,736,4.94,15,732,8,October,226700
10150,Transport,Corporate,Peradeniya,847,3.44,19,143,3,May,137500
10151,Venue,Exhibition,Akurana,342,4.15,7,541,10,February,778400
10152,Sound,Musical,Harispattuwa,474,4.31,2,921,12,November,126400
10153,Transport,Musical,Akurana,490,3.62,8,207,5,June,133600
10154,Music,Wedding,Kadugannawa,532,4.56,6,621,12,August,167800
10155,Lighting,Musical,Tennekumbura,459,3.21,6,969,11,June,107500
10156,Security,Musical,Madawala,341,4.23,14,367,5,May,70200
10157,Florist,Musical,Anniewatta,420,4.35,9,448,2,April,95700
10158,Makeup,Cultural,Ampitiya,617,3.98,7,955,10,July,99800
10159,Music,Cultural,Kandy,378,4.76,16,934,6,May,172400
10160,Decoration,Cultural,Akurana,563,3.04,3,389,11,May,135300
10161,Photography,Corporate,Pilimathalawa,74,4.53,6,599,6,June,78500
10162,Venue,Exhibition,Wattegama,715,3.95,10,970,2,December,768500
10163,Transport,Birthday,Katugastota,722,4.47,16,298,9,July,116000
10164,Transport,Corporate,Yatinuwara,526,3.44,3,507,6,December,48600
10165,Makeup,Birthday,Gampola,206,3.24,1,570,5,September,59800
10166,Florist,Birthday,Anniewatta,866,4.84,9,510,12,January,121900
10167,Decoration,Musical,Tennekumbura,661,3.06,14,517,7,April,99100
10168,Venue,Cultural,Gampola,438,3.73,17,442,12,January,879700
10169,Makeup,Wedding,Peradeniya,967,4.28,18,239,11,June,134300
10170,Sound,Cultural,Kurunegala Road,28,3.36,5,951,10,January,56100
10171,Security,Musical,Gelioya,340,4.74,8,471,3,January,126100
10172,Lighting,Birthday,Wattegama,819,4.84,16,40,4,September,160700
10173,Sound,Birthday,Katugastota,203,3.9,15,541,9,March,107400
10174,Transport,Cultural,Ampitiya,293,3.74,5,722,5,July,103300
10175,Decoration,Sports,Tennekumbura,604,3.49,11,737,3,February,124800
10176,Venue,Cultural,Gampola,749,3.9,7,405,5,July,879800
10177,Venue,Birthday,Kandy,821,4.09,16,263,11,January,333500
10178,Venue,Cultural,Anniewatta,697,3.52,17,879,5,May,331400
10179,Transport,Birthday,Peradeniya,725,4.27,6,866,8,August,62000
10180,Photography,Musical,Kadugannawa,887,4.5,13,265,8,August,214000
10181,Security,Musical,Madawala,911,3.32,7,985,5,October,159400
10182,Photography,Wedding,Digana,383,4.98,15,35,7,March,274000
10183,Catering,Birthday,Peradeniya,103,4.44,10,21,8,June,85500
10184,Florist,Cultural,Anniewatta,598,4.8,15,868,6,April,98900
10185,Security,Cultural,Ampitiya,58,4.33,1,319,2,February,63200
10186,Security,Corporate,Yatinuwara,814,4.17,17,445,2,August,145400
10187,Security,Sports,Akurana,428,3.22,1,746,2,April,86200
10188,Decoration,Musical,Gampola,587,4.33,16,839,10,March,138200
10189,Transport,Exhibition,Pilimathalawa,83,4.42,9,424,5,November,69000
10190,Security,Birthday,Harispattuwa,93,4.85,18,391,5,October,110300
10191,Sound,Exhibition,Kadugannawa,93,4.35,8,202,10,June,96300
10192,Catering,Exhibition,Pilimathalawa,118,4.12,16,830,10,March,285300
10193,Lighting,Corporate,Kadugannawa,438,4.63,18,940,3,November,71300
10194,Sound,Musical,Peradeniya,297,3.23,17,758,9,May,82200
10195,Sound,Cultural,Kurunegala Road,160,4.59,1,323,10,May,122300
10196,Florist,Corporate,Gelioya,187,4.3,14,788,7,March,36800
10197,Music,Exhibition,Yatinuwara,424,3.99,9,819,10,December,79000
10198,Sound,Corporate,Katugastota,224,3.63,20,735,5,May,76600
10199,Transport,Musical,Anniewatta,320,3.52,9,776,5,January,122200
10200,Lighting,Corporate,Madawala,273,4.28,1,283,2,August,75600
10201,Lighting,Exhibition,Gampola,50,3.28,11,406,8,March,61900
10202,Decoration,Birthday,Katugastota,313,4.43,3,174,2,November,105700
10203,Makeup,Cultural,Peradeniya,166,4.33,10,714,12,September,93000
10204,Transport,Exhibition,Anniewatta,836,3.38,3,55,2,September,161500
10205,Music,Sports,Anniewatta,952,4.3,7,79,2,October,149600
10206,Venue,Exhibition,Pilimathalawa,817,3.61,19,293,2,May,602100
10207,Makeup,Musical,Peradeniya,784,4.14,12,784,10,January,166300
10208,Sound,Corporate,Kurunegala Road,213,4.07,13,692,7,January,126400
10209,Decoration,Exhibition,Digana,954,4.2,10,543,4,August,199300
10210,Photography,Exhibition,Anniewatta,996,3.53,20,764,11,August,250000
10211,Catering,Birthday,Madawala,979,3.32,3,126,7,May,319600
10212,Catering,Sports,Kadugannawa,400,3.36,3,220,10,March,242800
10213,Music,Cultural,Ampitiya,31,3.08,1,99,4,May,107400
10214,Lighting,Corporate,Akurana,100,3.58,3,922,3,May,39900
10215,Florist,Sports,Harispattuwa,436,3.16,8,158,11,July,75000
10216,Music,Wedding,Peradeniya,575,3.9,15,636,9,August,98000
10217,Sound,Musical,Kadugannawa,805,3.26,9,647,12,February,201300
10218,Sound,Cultural,Kadugannawa,69,3.43,16,495,9,September,49700
10219,Decoration,Birthday,Gampola,690,4.35,7,379,12,August,119500
10220,Music,Birthday,Kurunegala Road,88,4.51,10,29,9,June,118200
10221,Transport,Musical,Akurana,21,3.6,13,363,9,November,54500
10222,Music,Wedding,Kurunegala Road,409,3.8,6,349,4,January,100400
10223,Lighting,Birthday,Gampola,903,4.87,19,441,12,August,192000
10224,Lighting,Wedding,Peradeniya,71,4.47,12,49,8,April,33800
10225,Security,Exhibition,Madawala,219,3.8,13,375,5,January,98700
10226,Florist,Cultural,Gampola,229,3.15,11,153,4,April,78900
10227,Transport,Sports,Akurana,569,4.23,19,592,8,January,128500
10228,Sound,Birthday,Tennekumbura,631,4.13,18,636,8,June,117600
10229,Venue,Sports,Tennekumbura,848,4.2,1,971,10,July,439100
10230,Catering,Wedding,Gampola,891,3.74,1,497,2,June,293900
10231,Music,Exhibition,Harispattuwa,435,3.84,17,171,2,September,114600
10232,Sound,Musical,Harispattuwa,252,3.94,11,408,3,February,123700
10233,Makeup,Musical,Peradeniya,692,4.64,5,257,2,July,101900
10234,Transport,Musical,Wattegama,608,4.07,16,825,4,November,98100
10235,Photography,Sports,Anniewatta,631,3.35,1,916,8,August,157100
10236,Makeup,Cultural,Tennekumbura,633,4.22,20,166,8,September,117100
10237,Transport,Birthday,Katugastota,164,3.53,7,599,12,January,24200
10238,Venue,Wedding,Yatinuwara,189,4.29,9,678,12,March,522200
10239,Lighting,Exhibition,Yatinuwara,611,3.19,6,912,6,July,60000
10240,Decoration,Sports,Harispattuwa,646,3.59,4,843,2,April,117900
10241,Security,Cultural,Peradeniya,28,3.18,5,16,8,November,23400
10242,Security,Corporate,Anniewatta,309,3.44,16,152,11,March,70900
10243,Photography,Exhibition,Peradeniya,679,4.11,8,75,6,November,190700
10244,Security,Corporate,Tennekumbura,879,4.85,8,881,9,December,213000
10245,Makeup,Exhibition,Kadugannawa,679,3.88,5,430,5,August,132900
10246,Lighting,Corporate,Kurunegala Road,359,3.68,18,892,7,October,107200
10247,Decoration,Musical,Gelioya,882,3.96,19,41,6,April,177600
10248,Transport,Musical,Anniewatta,126,3.49,5,605,10,September,87200
10249,Photography,Wedding,Tennekumbura,650,4.04,3,402,9,June,255700
10250,Music,Corporate,Anniewatta,230,3.33,17,136,9,March,70600
10251,Makeup,Sports,Akurana,660,4.59,14,79,6,October,145500
10252,Lighting,Wedding,Ampitiya,841,4.49,11,274,9,March,148500
10253,Lighting,Wedding,Madawala,976,4.6,8,98,12,December,124700
10254,Music,Cultural,Anniewatta,894,3.5,12,502,6,March,140700
10255,Sound,Cultural,Wattegama,316,4.72,19,810,10,February,123400
10256,Florist,Cultural,Akurana,567,3.9,20,720,8,December,107200
10257,Catering,Birthday,Kurunegala Road,176,3.69,20,774,12,March,121900
10258,Catering,Sports,Yatinuwara,812,3.17,9,688,5,April,287900
10259,Lighting,Wedding,Gelioya,838,3.35,7,796,7,May,79800
10260,Music,Cultural,Wattegama,980,3.52,11,874,12,June,160000
10261,Decoration,Musical,Kandy,712,3.75,14,433,7,January,198400
10262,Florist,Exhibition,Madawala,424,3.73,17,827,6,March,85200
10263,Photography,Exhibition,Pilimathalawa,722,3.53,16,685,3,February,271900
10264,Lighting,Corporate,Tennekumbura,389,4.29,16,703,10,July,94200
10265,Decoration,Sports,Gampola,522,4.03,3,318,2,September,116100
10266,Decoration,Sports,Tennekumbura,504,3.21,7,915,7,January,189900
10267,Decoration,Exhibition,Wattegama,343,3.54,7,196,10,October,150000
10268,Music,Musical,Peradeniya,628,4.57,6,705,4,July,168200
10269,Catering,Wedding,Anniewatta,589,4.38,12,133,5,September,310900
10270,Florist,Cultural,Gampola,498,4.74,17,192,10,October,115000
10271,Security,Corporate,Peradeniya,408,4.91,20,968,10,October,154200
10272,Transport,Birthday,Madawala,211,4.08,15,386,10,July,89800
10273,Venue,Cultural,Anniewatta,452,4.4,7,588,11,November,250600
10274,Catering,Wedding,Ampitiya,533,3.87,10,438,5,August,232300
10275,Lighting,Musical,Pilimathalawa,574,4.8,5,639,9,March,104300
10276,Decoration,Musical,Katugastota,313,4.06,14,522,5,September,98800
10277,Venue,Corporate,Katugastota,843,4.8,10,174,12,February,347900
10278,Security,Corporate,Wattegama,644,4.28,7,370,4,September,129400
10279,Catering,Wedding,Harispattuwa,608,4.44,14,843,9,December,382500
10280,Makeup,Cultural,Wattegama,978,3.34,11,296,5,July,128800
10281,Florist,Corporate,Akurana,969,4.68,4,448,11,February,91200
10282,Decoration,Sports,Gampola,903,3.04,4,205,11,August,123800
10283,Lighting,Cultural,Yatinuwara,359,3.97,14,407,2,February,126000
10284,Music,Wedding,Kandy,49,4.74,1,20,4,October,43100
10285,Lighting,Corporate,Tennekumbura,359,3.55,14,874,8,September,58700
10286,Music,Musical,Yatinuwara,482,3.29,8,816,6,January,155100
10287,Florist,Sports,Katugastota,879,3.15,5,748,12,April,170000
10288,Venue,Wedding,Kandy,894,4.11,18,60,6,November,761800
10289,Sound,Cultural,Kandy,986,3.9,16,513,3,June,160300
10290,Sound,Sports,Wattegama,376,3.72,8,910,12,July,115000
10291,Lighting,Wedding,Tennekumbura,23,3.27,12,95,10,May,55400
10292,Music,Corporate,Pilimathalawa,21,3.02,19,335,2,October,77000
10293,Florist,Birthday,Digana,906,4.55,2,260,2,September,92400
10294,Catering,Wedding,Kandy,545,4.11,19,371,8,May,324300
10295,Florist,Musical,Akurana,30,4.38,2,546,12,January,39700
10296,Venue,Cultural,Kurunegala Road,853,3.2,13,573,11,December,197600
10297,Makeup,Corporate,Peradeniya,378,3.21,14,74,4,June,71100
10298,Music,Cultural,Harispattuwa,442,3.49,8,19,4,June,103000
10299,Security,Wedding,Akurana,518,3.85,6,152,3,June,119400
10300,Sound,Corporate,Digana,179,4.3,12,705,10,March,89600
10301,Decoration,Wedding,Digana,719,3.73,16,525,11,October,239100
10302,Transport,Corporate,Anniewatta,571,4.64,18,933,4,March,111700
10303,Catering,Corporate,Katugastota,115,4.44,16,599,3,November,315900
10304,Sound,Sports,Peradeniya,956,4.66,6,704,10,October,179300
10305,Decoration,Sports,Anniewatta,153,4.57,4,767,10,September,155500
10306,Makeup,Cultural,Wattegama,359,4.37,7,549,9,June,54800
10307,Lighting,Sports,Akurana,638,4.6,18,211,6,September,148700
10308,Venue,Sports,Ampitiya,906,3.07,4,650,6,May,346000
10309,Sound,Exhibition,Katugastota,606,3.92,7,94,12,April,135000
10310,Music,Musical,Gampola,960,3.71,10,239,7,November,134100
10311,Lighting,Birthday,Ampitiya,31,4.59,16,869,11,July,46600
10312,Lighting,Exhibition,Yatinuwara,254,3.78,12,172,7,January,100400
10313,Sound,Corporate,Anniewatta,919,4.87,18,942,9,June,205700
10314,Decoration,Corporate,Kandy,939,4.5,19,699,5,November,239900
10315,Sound,Birthday,Pilimathalawa,465,4.04,6,324,8,August,142200
10316,Photography,Exhibition,Tennekumbura,352,4.49,10,782,4,June,227800
10317,Transport,Musical,Gelioya,437,3.33,11,397,10,January,100300
10318,Catering,Musical,Gelioya,494,4.97,19,391,9,June,315300
10319,Decoration,Sports,Gampola,125,4.91,2,58,4,November,154000
10320,Music,Sports,Harispattuwa,415,3.35,16,263,10,August,129300
10321,Transport,Wedding,Pilimathalawa,604,4.81,8,17,8,May,167000
10322,Florist,Musical,Yatinuwara,180,4.95,12,196,5,August,61600
10323,Photography,Exhibition,Kadugannawa,138,4.47,20,641,10,March,163000
10324,Florist,Cultural,Kandy,494,3.9,5,306,12,May,86400
10325,Catering,Birthday,Kurunegala Road,326,3.39,18,471,12,May,307200
10326,Venue,Musical,Katugastota,736,4.53,19,336,9,October,518700
10327,Transport,Wedding,Kurunegala Road,327,3.51,14,43,10,August,60900
10328,Sound,Wedding,Katugastota,950,4.99,16,525,8,November,180700
10329,Makeup,Birthday,Katugastota,585,4.27,9,466,5,August,92400
10330,Lighting,Exhibition,Digana,711,3.88,12,676,11,January,104100
10331,Lighting,Cultural,Harispattuwa,629,4.4,19,702,7,April,174400
10332,Security,Sports,Pilimathalawa,217,3.65,16,339,7,March,58200
10333,Decoration,Musical,Kadugannawa,533,3.44,19,276,2,August,107800
10334,Decoration,Musical,Madawala,931,3.95,10,357,12,December,189200
10335,Catering,Cultural,Anniewatta,722,3.82,2,997,4,November,309100
10336,Catering,Musical,Wattegama,723,4.05,13,126,8,September,210900
10337,Transport,Corporate,Anniewatta,867,4.81,9,807,7,June,220500
10338,Transport,Cultural,Anniewatta,43,4.1,12,255,3,May,44400
10339,Decoration,Cultural,Gampola,519,4.73,4,417,2,November,149800
10340,Florist,Exhibition,Yatinuwara,496,3.64,18,415,9,March,81600
10341,Sound,Wedding,Tennekumbura,627,3.87,11,142,5,May,133500
10342,Sound,Cultural,Anniewatta,709,3.63,8,251,2,March,148300
10343,Transport,Wedding,Ampitiya,966,4.07,11,786,9,July,198100
10344,Photography,Corporate,Gelioya,764,4.62,12,576,9,January,241300
10345,Venue,Wedding,Madawala,429,4.3,18,793,4,November,302200
10346,Transport,Sports,Pilimathalawa,689,4.64,8,44,8,August,108100
10347,Lighting,Wedding,Akurana,993,4.64,9,607,2,October,244600
10348,Photography,Musical,Harispattuwa,21,3.1,18,958,4,January,56500
10349,Venue,Birthday,Akurana,292,3.76,12,78,10,June,576600
10350,Catering,Exhibition,Peradeniya,811,3.38,9,14,5,October,370800
10351,Decoration,Sports,Gelioya,533,3.98,2,351,2,December,170100
10352,Venue,Birthday,Harispattuwa,617,4.42,6,819,4,February,259400
10353,Sound,Exhibition,Pilimathalawa,489,4.69,14,509,8,March,170500
10354,Decoration,Birthday,Kurunegala Road,70,4.01,5,654,9,July,146200
10355,Decoration,Musical,Wattegama,580,4.37,18,298,8,November,138000
10356,Makeup,Wedding,Pilimathalawa,948,4.29,6,24,6,September,130500
10357,Florist,Exhibition,Harispattuwa,779,4.42,16,810,12,August,166400
10358,Venue,Exhibition,Tennekumbura,860,3.38,10,90,4,October,1022300
10359,Sound,Wedding,Madawala,363,3.35,14,937,12,November,125900
10360,Transport,Birthday,Gampola,672,4.79,12,111,4,January,72700
10361,Catering,Musical,Kurunegala Road,548,4.28,14,39,8,November,272700
10362,Security,Musical,Digana,278,4.26,16,302,2,December,91100
10363,Photography,Exhibition,Wattegama,836,4.7,14,262,9,November,249800
10364,Florist,Wedding,Kurunegala Road,153,3.85,1,715,3,March,40800
10365,Security,Exhibition,Tennekumbura,374,3.58,19,62,6,January,105300
10366,Transport,Wedding,Gelioya,95,4.04,12,504,6,October,29300
10367,Transport,Wedding,Harispattuwa,536,4.82,19,81,7,August,148400
10368,Lighting,Wedding,Katugastota,479,3.41,9,713,9,May,133700
10369,Music,Wedding,Katugastota,758,4.7,15,658,9,August,182600
10370,Catering,Exhibition,Katugastota,864,4.56,16,328,11,August,373500
10371,Lighting,Exhibition,Wattegama,780,4.26,12,597,2,July,108700
10372,Decoration,Wedding,Gelioya,257,3.61,20,112,10,May,78400
10373,Makeup,Cultural,Kandy,408,4.99,9,18,11,May,121900
10374,Lighting,Corporate,Anniewatta,745,3.71,12,597,8,April,148000
10375,Music,Musical,Wattegama,885,3.96,18,30,7,June,197400
10376,Catering,Exhibition,Gelioya,779,4.93,14,979,11,December,398800
10377,Music,Corporate,Gelioya,340,4.23,10,591,10,February,131000
10378,Music,Musical,Yatinuwara,351,3.92,14,247,7,November,79300
10379,Sound,Cultural,Madawala,957,3.13,4,506,9,July,93900
10380,Florist,Corporate,Anniewatta,127,3.03,18,244,4,December,61400
10381,Security,Exhibition,Kandy,44,4.03,18,353,9,April,80000
10382,Music,Sports,Pilimathalawa,977,4.2,10,886,4,December,181100
10383,Venue,Cultural,Gampola,387,3.82,7,987,9,December,420300
10384,Transport,Cultural,Akurana,554,4.41,11,160,9,February,110700
10385,Venue,Musical,Kurunegala Road,781,4.62,6,657,5,August,512500
10386,Photography,Sports,Anniewatta,361,4.49,19,620,6,March,132300
10387,Lighting,Corporate,Madawala,972,4.41,1,442,7,April,136700
10388,Venue,Corporate,Ampitiya,166,3.83,8,749,6,January,535700
10389,Photography,Corporate,Digana,433,4.9,13,705,11,January,131600
10390,Transport,Birthday,Katugastota,668,4.55,4,924,9,September,158700
10391,Makeup,Birthday,Madawala,931,4.76,14,439,12,October,127500
10392,Makeup,Birthday,Madawala,24,4.77,6,376,4,February,33400
10393,Makeup,Sports,Kurunegala Road,838,4.85,20,799,8,June,179300
10394,Decoration,Musical,Akurana,655,3.37,14,452,9,May,112000
10395,Decoration,Musical,Harispattuwa,58,4.77,19,206,7,July,137500
10396,Decoration,Exhibition,Anniewatta,773,4.2,9,496,11,April,199700
10397,Catering,Wedding,Akurana,214,3.92,2,928,5,June,90200
10398,Transport,Cultural,Katugastota,362,3.09,18,155,8,July,67100
10399,Transport,Corporate,Pilimathalawa,365,4.93,3,676,8,March,68900
10400,Photography,Musical,Kadugannawa,612,4.79,16,721,10,July,122600
10401,Makeup,Sports,Harispattuwa,347,3.25,1,991,7,September,38900
10402,Lighting,Sports,Madawala,459,3.92,15,52,4,September,72900
10403,Decoration,Birthday,Gampola,567,4.98,8,910,8,March,235600
10404,Decoration,Sports,Digana,233,3.23,9,820,10,July,164200
10405,Makeup,Wedding,Wattegama,469,4.91,4,456,10,April,75500
10406,Decoration,Cultural,Katugastota,746,3.61,11,803,9,February,146700
10407,Makeup,Musical,Gelioya,902,4.01,10,477,8,July,169400
10408,Music,Musical,Katugastota,360,4.87,3,645,6,April,147300
10409,Catering,Exhibition,Gampola,827,4.12,9,906,8,October,405500
10410,Venue,Exhibition,Harispattuwa,694,4.48,14,888,6,October,631400
10411,Security,Cultural,Yatinuwara,725,3.17,6,867,5,March,158800
10412,Photography,Sports,Madawala,162,3.39,12,169,10,December,101300
10413,Music,Cultural,Digana,227,3.98,13,172,8,June,137000
10414,Makeup,Musical,Anniewatta,27,4.39,18,891,6,October,61300
10415,Catering,Birthday,Kurunegala Road,83,4.3,15,821,3,April,230900
10416,Decoration,Sports,Anniewatta,51,3.75,11,272,2,September,74800
10417,Transport,Birthday,Gampola,863,3.04,15,762,5,May,129100
10418,Makeup,Sports,Wattegama,533,4.61,5,240,4,April,94600
10419,Catering,Musical,Wattegama,336,4.62,14,924,11,November,249900
10420,Transport,Cultural,Harispattuwa,22,4.32,18,494,5,July,33900
10421,Venue,Exhibition,Kadugannawa,715,4.02,5,728,7,December,828800
10422,Sound,Corporate,Ampitiya,932,4.54,3,708,7,April,125300
10423,Lighting,Wedding,Harispattuwa,727,4.86,20,412,8,February,106800
10424,Transport,Sports,Harispattuwa,719,3.68,14,168,7,September,180300
10425,Security,Musical,Harispattuwa,359,3.85,7,321,11,August,68300
10426,Makeup,Birthday,Ampitiya,513,3.82,16,83,10,November,112500
10427,Sound,Corporate,Harispattuwa,581,4.97,8,392,8,February,141300
10428,Catering,Corporate,Harispattuwa,276,4.19,11,895,6,February,106600
10429,Sound,Sports,Digana,180,3.98,11,810,7,March,136900
10430,Transport,Exhibition,Gelioya,796,3.48,15,710,2,January,102800
10431,Sound,Musical,Gampola,26,3.64,18,253,9,August,31200
10432,Venue,Musical,Harispattuwa,287,4.82,7,497,5,November,509700
10433,Catering,Exhibition,Wattegama,997,4.93,14,641,9,July,270800
10434,Catering,Birthday,Madawala,529,4.43,18,699,7,August,212700
10435,Lighting,Cultural,Anniewatta,833,3.96,7,18,3,October,199000
10436,Music,Corporate,Kurunegala Road,230,4.77,18,206,9,August,92300
10437,Florist,Wedding,Anniewatta,483,3.17,2,223,2,February,56800
10438,Photography,Musical,Peradeniya,235,4.12,8,588,9,January,194500
10439,Photography,Wedding,Ampitiya,701,4.82,11,52,3,December,136200
10440,Venue,Birthday,Ampitiya,138,3.81,9,705,10,January,906200
10441,Venue,Corporate,Kurunegala Road,938,4.55,16,32,7,October,731000
10442,Photography,Exhibition,Anniewatta,969,3.31,17,584,7,December,154000
10443,Florist,Sports,Akurana,351,4.76,7,575,4,October,95300
10444,Photography,Birthday,Madawala,94,3.4,14,127,5,March,71400
10445,Decoration,Exhibition,Kurunegala Road,761,4.23,4,837,8,November,218300
10446,Venue,Cultural,Ampitiya,388,4.63,20,10,9,April,1008400
10447,Venue,Wedding,Wattegama,65,4.56,18,66,12,February,763300
10448,Transport,Corporate,Kurunegala Road,87,3.45,5,416,4,June,44500
10449,Transport,Exhibition,Akurana,273,4.21,7,289,6,May,67000
10450,Makeup,Corporate,Anniewatta,142,3.95,17,810,10,June,65600
10451,Security,Birthday,Pilimathalawa,558,3.55,7,654,11,February,137700
10452,Transport,Birthday,Gelioya,415,4.13,13,388,8,December,74000
10453,Makeup,Birthday,Harispattuwa,360,3.48,16,829,12,June,87300
10454,Makeup,Wedding,Kurunegala Road,722,4.05,4,360,6,January,153200
10455,Catering,Cultural,Ampitiya,751,4.96,4,997,7,August,250000
10456,Security,Corporate,Gelioya,26,3.48,7,857,4,September,58700
10457,Catering,Corporate,Akurana,954,3.53,17,129,11,December,229700
10458,Florist,Corporate,Digana,353,3.54,9,622,8,February,47100
10459,Makeup,Musical,Ampitiya,558,4.58,14,73,10,September,109400
10460,Photography,Cultural,Kadugannawa,646,4.16,19,863,5,July,241400
10461,Florist,Birthday,Digana,561,3.47,1,288,5,July,86400
10462,Music,Wedding,Kurunegala Road,817,3.34,19,703,8,March,175900
10463,Sound,Wedding,Tennekumbura,736,4.28,13,447,8,November,71200
10464,Lighting,Exhibition,Ampitiya,664,4.22,15,335,12,May,129200
10465,Security,Sports,Yatinuwara,32,4.39,15,182,10,April,53100
10466,Decoration,Birthday,Yatinuwara,356,4.37,8,842,8,January,90000
10467,Sound,Musical,Ampitiya,682,4.42,5,528,5,November,167600
10468,Catering,Exhibition,Yatinuwara,636,4.59,18,331,10,May,142300
10469,Photography,Corporate,Katugastota,44,3.99,10,507,5,November,164900
10470,Venue,Wedding,Digana,366,3.62,8,53,11,March,227800
10471,Makeup,Wedding,Peradeniya,383,3.22,16,461,10,October,117300
10472,Florist,Exhibition,Peradeniya,420,4.73,19,950,9,November,88500
10473,Music,Sports,Yatinuwara,973,3.38,1,451,12,April,139300
10474,Catering,Sports,Harispattuwa,965,3.11,16,848,9,June,227300
10475,Florist,Musical,Kadugannawa,247,4.74,8,802,5,December,83000
10476,Sound,Corporate,Digana,567,3.06,9,286,11,October,159300
10477,Music,Exhibition,Harispattuwa,620,4.65,15,113,2,August,169000
10478,Transport,Sports,Ampitiya,788,3.4,12,291,11,February,148100
