event_name,category,date,start_time,venue,address,organizer,description,price,capacity,latitude,longitude,rating,rating_count,traffic_score,tags
Weekly Music Night in Kandy,Sports Event,31-Mar-25,22:15,Kandy Lakefront Hall,"200 Hill Street, Kandy",Kandy Youth Network,"Live performances, food stalls, and family activities.",750,500,7.260557,80.628742,4.5376,95.32,32.33677027,paid
Monthly Music Night in Kandy,Cultural Festival,30-Apr-24,21:15,Peradeniya Botanical Gardens Lawn,"30 Garden Avenue, Kandy",Lanka Events Co.,"Live performances, food stalls, and family activities.",200,1000,7.289726,80.657587,4.5376,95.32,32.33677027,"free,paid"
Community Coding Workshop in Kandy,Religious,18-Feb-23,18:00,Kandy Lakefront Hall,"76 Main Street, Kandy",Kandy Municipal Council,Hands-on workshop suitable for beginners and professionals.,1000,75,7.240333,80.6063,4.5376,95.32,32.33677027,professional
Grand Yoga Session in Kandy,Networking,19-Jul-24,15:45,Kandy Sports Complex,"142 Market Lane, Kandy",Kandy Tourism Board,An outdoor celebration showcasing local culture and crafts.,0,300,7.246012,80.646534,4.5376,95.32,32.33677027,indoor
Annual Tech Summit in Kandy,Food Event,25-Jun-26,20:15,Kandy Open-Air Stage,"18 Garden Avenue, Kandy",Kandy Sports Association,An outdoor celebration showcasing local culture and crafts.,500,400,7.292503,80.650903,4.5376,95.32,32.33677027,"family,paid,networking"
Annual Food Festival in Kandy,Film Screening,16-Jun-25,13:15,Kandy Open-Air Stage,"107 Lake Road, Kandy",Kandy Sports Association,A community-focused event bringing together locals and visitors.,0,200,7.315341,80.594558,4.5376,95.32,32.33677027,family
Community Art Fair in Kandy,Networking,16-Apr-23,17:00,Ramada Kandy Banquet,"104 Lake Road, Kandy",Heritage Kandy,A community-focused event bringing together locals and visitors.,0,300,7.299933,80.651587,4.5376,95.32,32.33677027,paid
Local Book Reading in Kandy,Film Screening,17-Oct-25,6:30,Temple of the Tooth Grounds,"13 Hill Street, Kandy",Festival Lanka,An outdoor celebration showcasing local culture and crafts.,1000,750,7.316613,80.641839,4.5376,95.32,32.33677027,"indoor,networking,free"
Community Tech Summit in Kandy,Sports Event,12-Jul-25,18:45,Kandy City Centre Auditorium,"182 Garden Avenue, Kandy",Sri Lanka Conference Org,"Live performances, food stalls, and family activities.",500,100,7.259921,80.595506,4.5376,95.32,32.33677027,outdoor
Annual Tech Summit in Kandy,Film Screening,13-Aug-23,14:00,Kandy Open-Air Stage,"136 Market Lane, Kandy",Kandy Tourism Board,A community-focused event bringing together locals and visitors.,750,300,7.276524,80.59125,4.5376,95.32,32.33677027,registration
Community Business Meetup in Kandy,Education,6-Feb-26,12:30,Kandy Lakefront Hall,"180 Lake Road, Kandy",Heritage Kandy,Hands-on workshop suitable for beginners and professionals.,100,150,7.295151,80.594077,4.5376,95.32,32.33677027,"indoor,student"
Local Handicraft Market in Kandy,Business Conference,3-Oct-23,19:45,University of Peradeniya Lecture Theatre,"139 Hill Street, Kandy",University of Peradeniya,"Live performances, food stalls, and family activities.",0,100,7.244576,80.639987,4.5376,95.32,32.33677027,"paid,professional,free"
Open Job Fair in Kandy,Business Conference,5-Dec-24,7:30,Pallekele International Cricket Stadium,"36 Main Street, Kandy",Heritage Kandy,A community-focused event bringing together locals and visitors.,2000,250,7.270315,80.607543,4.5376,95.32,32.33677027,"indoor,registration,family"
Grand Startup Pitch in Kandy,Food Event,18-May-24,8:15,Riverbank Event Space,"158 Lake Road, Kandy",Kandy Foodies Club,An informative session with expert speakers and networking opportunities.,1000,200,7.307717,80.592592,4.5376,95.32,32.33677027,"paid,networking"
Local Cricket Match in Kandy,Art & Craft,2-Feb-26,13:00,Kandy Town Hall,"173 Lake Road, Kandy",Mahaweli Event Planners,Hands-on workshop suitable for beginners and professionals.,1500,500,7.284822,80.592667,4.5376,95.32,32.33677027,student
Monthly Coding Workshop in Kandy,Education,22-May-26,21:30,Temple of the Tooth Grounds,"151 Main Street, Kandy",Kandy Tourism Board,"Live performances, food stalls, and family activities.",0,1000,7.309289,80.650145,4.5376,95.32,32.33677027,kids
Community Art Fair in Kandy,Cultural Festival,16-May-26,21:45,Bogambara Stadium,"95 Peradeniya Road, Kandy",Festival Lanka,Hands-on workshop suitable for beginners and professionals.,1500,300,7.27537,80.646956,4.5376,95.32,32.33677027,"networking,indoor,free"
Weekly Cultural Show in Kandy,Business Expo,1-Jul-25,21:00,Mahaweli Reach Hotel Conference Room,"26 Hill Street, Kandy",Kandy Tourism Board,Hands-on workshop suitable for beginners and professionals.,200,400,7.314321,80.656677,4.5376,95.32,32.33677027,networking
Annual Cultural Show in Kandy,Theatre,10-Dec-24,11:15,Temple of the Tooth Grounds,"11 Main Street, Kandy",Sri Lanka Conference Org,"Live performances, food stalls, and family activities.",0,500,7.26073,80.639961,4.5376,95.32,32.33677027,"paid,family,networking"
Monthly Music Night in Kandy,Religious,18-Apr-24,22:15,Bogambara Stadium,"24 Peradeniya Road, Kandy",Mahaweli Event Planners,Hands-on workshop suitable for beginners and professionals.,100,75,7.309727,80.602451,4.5376,95.32,32.33677027,"kids,professional"
Community Job Fair in Kandy,Religious,20-May-25,15:00,Bogambara Stadium,"97 Main Street, Kandy",Kandy Foodies Club,A community-focused event bringing together locals and visitors.,300,75,7.277849,80.620372,4.5376,95.32,32.33677027,"student,kids"
Weekly Startup Pitch in Kandy,Religious,20-Jul-23,10:30,Temple of the Tooth Grounds,"79 Main Street, Kandy",Mahaweli Event Planners,A community-focused event bringing together locals and visitors.,200,150,7.304047,80.64652,4.5376,95.32,32.33677027,"registration,tickets_required"
Local Cricket Match in Kandy,Cultural Festival,25-Oct-26,19:30,Ramada Kandy Banquet,"193 Lake Road, Kandy",Festival Lanka,An informative session with expert speakers and networking opportunities.,0,1000,7.253846,80.645371,4.5376,95.32,32.33677027,"networking,tickets_required"
Weekly Music Night in Kandy,Cultural Festival,18-Jan-23,17:15,Kandy City Centre Auditorium,"153 Main Street, Kandy",University of Peradeniya,A community-focused event bringing together locals and visitors.,200,1000,7.28042,80.636116,4.5376,95.32,32.33677027,kids
Community Startup Pitch in Kandy,Cultural Festival,3-Oct-23,15:30,Kandy Lakefront Hall,"93 Market Lane, Kandy",Kandy Cultural Society,An informative session with expert speakers and networking opportunities.,0,200,7.251518,80.623196,4.5376,95.32,32.33677027,student
Open Tech Summit in Kandy,Business Expo,22-Sep-25,12:45,Kandy Regency Hotel,"138 Market Lane, Kandy",Local Artists Collective,"Live performances, food stalls, and family activities.",0,750,7.28519,80.595615,4.5376,95.32,32.33677027,"free,family"
Community Startup Pitch in Kandy,Sports Event,23-Jun-24,9:00,Kandy Lakefront Hall,"73 Market Lane, Kandy",Kandy Tourism Board,Hands-on workshop suitable for beginners and professionals.,300,50,7.252628,80.61984,4.5376,95.32,32.33677027,"professional,paid,registration"
Annual Business Meetup in Kandy,Education,24-Jul-26,19:00,Kandy Sports Complex,"98 Market Lane, Kandy",Festival Lanka,Hands-on workshop suitable for beginners and professionals.,200,1000,7.276974,80.607962,4.5376,95.32,32.33677027,paid
Grand Startup Pitch in Kandy,Networking,5-Jun-25,7:00,Peradeniya Botanical Gardens Lawn,"154 Temple Road, Kandy",Heritage Kandy,"Live performances, food stalls, and family activities.",0,500,7.262396,80.605716,4.5376,95.32,32.33677027,registration
Open Cricket Match in Kandy,Sports Event,12-Jul-24,8:45,Kandy Town Hall,"176 Lake Road, Kandy",Heritage Kandy,Hands-on workshop suitable for beginners and professionals.,1000,1000,7.25938,80.618914,4.5376,95.32,32.33677027,"student,registration"
Grand Startup Pitch in Kandy,Religious,11-May-23,21:45,Kandy Sports Complex,"66 Temple Road, Kandy",Kandy Tourism Board,"Live performances, food stalls, and family activities.",0,150,7.274451,80.606438,4.5376,95.32,32.33677027,"free,outdoor,family"
Weekly Handicraft Market in Kandy,Market,3-Aug-25,21:15,Kandy City Centre Auditorium,"67 Garden Avenue, Kandy",Kandy Sports Association,Hands-on workshop suitable for beginners and professionals.,0,1000,7.300499,80.591845,4.5376,95.32,32.33677027,"outdoor,networking"
Open Startup Pitch in Kandy,Business Expo,20-Jul-26,13:15,Local Community Hall,"3 Peradeniya Road, Kandy",Kandy Municipal Council,An outdoor celebration showcasing local culture and crafts.,0,300,7.286828,80.649607,4.5376,95.32,32.33677027,"registration,professional"
Monthly Startup Pitch in Kandy,Education,10-Jul-23,16:00,Kandy Cultural Centre,"63 Hill Street, Kandy",Kandy Youth Network,An outdoor celebration showcasing local culture and crafts.,750,250,7.280847,80.605593,4.5376,95.32,32.33677027,"family,tickets_required,kids"
Annual Job Fair in Kandy,Film Screening,6-Apr-26,9:30,Kandy Regency Hotel,"68 Main Street, Kandy",Kandy Sports Association,Hands-on workshop suitable for beginners and professionals.,750,400,7.279427,80.659507,4.5376,95.32,32.33677027,"free,registration,indoor"
Community Film Night in Kandy,Market,20-Dec-26,6:00,Kandy Art Gallery,"66 Hill Street, Kandy",Mahaweli Event Planners,A community-focused event bringing together locals and visitors.,0,75,7.275818,80.622245,4.5376,95.32,32.33677027,"student,kids"
Community Tech Summit in Kandy,Cultural Festival,9-Oct-25,16:15,Kandy Sports Complex,"185 Temple Road, Kandy",Mahaweli Event Planners,An informative session with expert speakers and networking opportunities.,1000,75,7.300928,80.622081,4.5376,95.32,32.33677027,"registration,professional"
Monthly Yoga Session in Kandy,Market,11-Jan-24,6:30,Local Community Hall,"30 Lake Road, Kandy",Local Artists Collective,An outdoor celebration showcasing local culture and crafts.,2000,75,7.315619,80.637851,4.5376,95.32,32.33677027,"tickets_required,kids"
Monthly Yoga Session in Kandy,Art & Craft,29-Mar-25,22:45,Temple of the Tooth Grounds,"185 Hill Street, Kandy",Kandy Tourism Board,An outdoor celebration showcasing local culture and crafts.,500,400,7.314842,80.61449,4.5376,95.32,32.33677027,"indoor,tickets_required"
Local Handicraft Market in Kandy,Networking,8-Jan-26,17:30,Kandy Regency Hotel,"144 Hill Street, Kandy",Lanka Events Co.,"Live performances, food stalls, and family activities.",0,250,7.262025,80.60079,4.5376,95.32,32.33677027,"tickets_required,family"
Annual Yoga Session in Kandy,Film Screening,3-Oct-25,18:30,Kandy Municipal Grounds,"162 Market Lane, Kandy",Kandy Music Circle,An outdoor celebration showcasing local culture and crafts.,750,250,7.248248,80.619005,4.5376,95.32,32.33677027,"tickets_required,kids"
Grand Startup Pitch in Kandy,Market,12-Jan-26,9:45,Ramada Kandy Banquet,"109 Hill Street, Kandy",Kandy Sports Association,An informative session with expert speakers and networking opportunities.,100,200,7.302437,80.6438,4.5376,95.32,32.33677027,"indoor,kids,registration"
Community Business Meetup in Kandy,Sports Event,6-Aug-26,14:00,Nawaloka Hall,"20 Main Street, Kandy",Sri Lanka Conference Org,An informative session with expert speakers and networking opportunities.,100,400,7.305823,80.646555,4.5376,95.32,32.33677027,"networking,paid"
Open Business Meetup in Kandy,Religious,4-Jul-23,15:00,Kandy Town Hall,"142 Main Street, Kandy",Kandy Youth Network,An informative session with expert speakers and networking opportunities.,0,750,7.288288,80.606427,4.5376,95.32,32.33677027,"tickets_required,outdoor,paid"
Grand Startup Pitch in Kandy,Theatre,21-Apr-26,7:15,Kandy Art Gallery,"51 Main Street, Kandy",Lanka Events Co.,Hands-on workshop suitable for beginners and professionals.,100,750,7.281243,80.632036,4.5376,95.32,32.33677027,"networking,outdoor"
Weekly Book Reading in Kandy,Market,17-Nov-23,11:45,Mahaweli Reach Hotel Conference Room,"59 Hill Street, Kandy",Lanka Events Co.,A community-focused event bringing together locals and visitors.,750,100,7.292767,80.65447,4.5376,95.32,32.33677027,"family,paid"
Monthly Food Festival in Kandy,Food Event,30-Mar-23,19:30,Kandy Town Hall,"120 Garden Avenue, Kandy",Lanka Events Co.,An informative session with expert speakers and networking opportunities.,1500,500,7.28417,80.627982,4.5376,95.32,32.33677027,paid
Local Coding Workshop in Kandy,Market,16-Nov-24,21:15,Mahaweli Reach Hotel Conference Room,"121 Garden Avenue, Kandy",Local Artists Collective,An outdoor celebration showcasing local culture and crafts.,100,1000,7.306344,80.631449,4.5376,95.32,32.33677027,family
Grand Startup Pitch in Kandy,Religious,26-Jul-25,6:00,Pallekele International Cricket Stadium,"44 Lake Road, Kandy",Sri Lanka Conference Org,An informative session with expert speakers and networking opportunities.,0,75,7.281027,80.622615,4.5376,95.32,32.33677027,tickets_required
Open Music Night in Kandy,Business Expo,26-Nov-23,14:15,Kandy Town Hall,"139 Market Lane, Kandy",Kandy Music Circle,An outdoor celebration showcasing local culture and crafts.,200,200,7.29359,80.600428,4.5376,95.32,32.33677027,outdoor
Open Music Night in Kandy,Business Conference,26-Sep-25,17:30,Kandy Sports Complex,"38 Lake Road, Kandy",Festival Lanka,"Live performances, food stalls, and family activities.",1500,75,7.297857,80.651528,4.5376,95.32,32.33677027,"kids,student,professional"
Open Tech Summit in Kandy,Academic Seminar,20-Sep-23,21:30,Kandy City Centre Auditorium,"86 Main Street, Kandy",Mahaweli Event Planners,An informative session with expert speakers and networking opportunities.,300,1000,7.281591,80.62201,4.5376,95.32,32.33677027,"registration,outdoor"
Weekly Job Fair in Kandy,Cultural Festival,2-Oct-25,12:45,Ramada Kandy Banquet,"115 Temple Road, Kandy",Peradeniya Botanical Events,Hands-on workshop suitable for beginners and professionals.,1500,100,7.312514,80.605089,4.5376,95.32,32.33677027,"tickets_required,indoor,kids"
Open Coding Workshop in Kandy,Networking,23-Mar-25,9:45,Riverbank Event Space,"61 Main Street, Kandy",Sri Lanka Conference Org,"Live performances, food stalls, and family activities.",0,1000,7.26125,80.645083,4.5376,95.32,32.33677027,"kids,family"
Open Tech Summit in Kandy,Cultural Festival,22-Jun-24,21:45,Peradeniya Botanical Gardens Lawn,"13 Peradeniya Road, Kandy",Kandy Sports Association,A community-focused event bringing together locals and visitors.,100,1000,7.310925,80.655787,4.5376,95.32,32.33677027,"tickets_required,indoor"
Grand Film Night in Kandy,Food Event,19-Sep-23,14:45,Kandy Town Hall,"148 Hill Street, Kandy",Kandy Youth Network,"Live performances, food stalls, and family activities.",0,250,7.242239,80.655443,4.5376,95.32,32.33677027,"free,paid,registration"
Local Coding Workshop in Kandy,Art & Craft,10-Feb-23,11:15,Kandy Art Gallery,"57 Peradeniya Road, Kandy",Kandy Foodies Club,An outdoor celebration showcasing local culture and crafts.,750,750,7.250787,80.622073,4.5376,95.32,32.33677027,"outdoor,tickets_required,indoor"
Weekly Cricket Match in Kandy,Religious,4-Dec-23,12:15,Kandy Municipal Grounds,"196 Hill Street, Kandy",Kandy Tourism Board,A community-focused event bringing together locals and visitors.,1000,100,7.254467,80.640705,4.5376,95.32,32.33677027,"registration,professional"
Local Startup Pitch in Kandy,Education,2-Oct-25,11:45,University of Peradeniya Lecture Theatre,"1 Garden Avenue, Kandy",Kandy Tourism Board,An outdoor celebration showcasing local culture and crafts.,1000,200,7.284876,80.640209,4.5376,95.32,32.33677027,"tickets_required,family,kids"
Annual Cultural Show in Kandy,Sports Event,13-Nov-25,14:30,Mahaweli Reach Hotel Conference Room,"158 Garden Avenue, Kandy",Local Artists Collective,An outdoor celebration showcasing local culture and crafts.,0,150,7.25892,80.602697,4.5376,95.32,32.33677027,"family,student"
Grand Film Night in Kandy,Academic Seminar,22-Dec-25,9:00,Kandy City Centre Auditorium,"126 Lake Road, Kandy",Heritage Kandy,Hands-on workshop suitable for beginners and professionals.,0,750,7.314093,80.649854,4.5376,95.32,32.33677027,outdoor
Local Food Festival in Kandy,Business Expo,23-Feb-25,10:30,Bogambara Stadium,"1 Garden Avenue, Kandy",Kandy Sports Association,An outdoor celebration showcasing local culture and crafts.,500,250,7.288735,80.631117,4.5376,95.32,32.33677027,professional
Weekly Cricket Match in Kandy,Educational Workshop,3-Nov-23,11:45,Kandy Municipal Grounds,"56 Main Street, Kandy",Sri Lanka Conference Org,Hands-on workshop suitable for beginners and professionals.,1000,50,7.303201,80.659404,4.5376,95.32,32.33677027,free
Grand Yoga Session in Kandy,Market,7-Nov-23,18:30,Ramada Kandy Banquet,"163 Temple Road, Kandy",Kandy Music Circle,An outdoor celebration showcasing local culture and crafts.,100,100,7.251437,80.65686,4.5376,95.32,32.33677027,"professional,registration"
Grand Tech Summit in Kandy,Music Event,12-Apr-26,22:00,Kandy Cultural Centre,"102 Temple Road, Kandy",Kandy Municipal Council,An outdoor celebration showcasing local culture and crafts.,200,300,7.276089,80.649304,4.5376,95.32,32.33677027,"registration,indoor"
Open Yoga Session in Kandy,Film Screening,24-Mar-23,11:15,Kandy Lakefront Hall,"170 Lake Road, Kandy",Mahaweli Event Planners,A community-focused event bringing together locals and visitors.,500,150,7.270093,80.617407,4.5376,95.32,32.33677027,indoor
Local Coding Workshop in Kandy,Food Event,3-Aug-26,12:15,Mahaweli Reach Hotel Conference Room,"31 Garden Avenue, Kandy",Mahaweli Event Planners,A community-focused event bringing together locals and visitors.,750,150,7.243102,80.658317,4.5376,95.32,32.33677027,"student,outdoor,tickets_required"
Community Book Reading in Kandy,Sports Event,13-Nov-26,19:45,Kandy Regency Hotel,"92 Hill Street, Kandy",Kandy Municipal Council,An informative session with expert speakers and networking opportunities.,0,100,7.275494,80.640415,4.5376,95.32,32.33677027,"paid,kids"
Annual Food Festival in Kandy,Market,24-Nov-26,14:00,Nawaloka Hall,"12 Lake Road, Kandy",Kandy Foodies Club,"Live performances, food stalls, and family activities.",0,150,7.279637,80.646302,4.5376,95.32,32.33677027,paid
Community Business Meetup in Kandy,Networking,28-Mar-24,21:15,Kandy Open-Air Stage,"185 Market Lane, Kandy",Heritage Kandy,"Live performances, food stalls, and family activities.",2000,300,7.279154,80.631845,4.5376,95.32,32.33677027,"outdoor,professional,indoor"
Weekly Cultural Show in Kandy,Educational Workshop,28-Sep-26,20:45,Local Community Hall,"34 Garden Avenue, Kandy",Kandy Cultural Society,A community-focused event bringing together locals and visitors.,0,100,7.260411,80.644573,4.5376,95.32,32.33677027,"student,professional"
Local Tech Summit in Kandy,Sports Event,9-Mar-24,17:00,Kandy Art Gallery,"5 Main Street, Kandy",Local Artists Collective,A community-focused event bringing together locals and visitors.,750,500,7.263721,80.646173,4.5376,95.32,32.33677027,paid
Monthly Startup Pitch in Kandy,Educational Workshop,20-Feb-25,6:30,Local Community Hall,"111 Peradeniya Road, Kandy",University of Peradeniya,A community-focused event bringing together locals and visitors.,1500,500,7.302613,80.603011,4.5376,95.32,32.33677027,"student,tickets_required,free"
Grand Startup Pitch in Kandy,Business Expo,26-Mar-23,9:00,Kandy Town Hall,"186 Hill Street, Kandy",Kandy Youth Network,Hands-on workshop suitable for beginners and professionals.,100,150,7.297415,80.623098,4.5376,95.32,32.33677027,"outdoor,student"
Local Cultural Show in Kandy,Cultural Festival,24-Mar-24,22:15,Kandy City Centre Auditorium,"41 Garden Avenue, Kandy",Kandy Music Circle,A community-focused event bringing together locals and visitors.,2000,300,7.259995,80.633052,4.5376,95.32,32.33677027,"indoor,paid,kids"
Annual Handicraft Market in Kandy,Music Event,11-Apr-23,21:15,Bogambara Stadium,"119 Temple Road, Kandy",Kandy Municipal Council,An informative session with expert speakers and networking opportunities.,2000,500,7.319877,80.619428,4.5376,95.32,32.33677027,indoor
Community Coding Workshop in Kandy,Market,28-Jul-26,13:00,Kandy Open-Air Stage,"132 Lake Road, Kandy",Kandy Sports Association,An outdoor celebration showcasing local culture and crafts.,300,1000,7.262551,80.616542,4.5376,95.32,32.33677027,networking
Open Tech Summit in Kandy,Business Expo,25-Jul-23,16:15,Kandy Open-Air Stage,"106 Lake Road, Kandy",Mahaweli Event Planners,A community-focused event bringing together locals and visitors.,750,200,7.269254,80.649859,4.5376,95.32,32.33677027,"outdoor,networking"
Monthly Job Fair in Kandy,Religious,29-Nov-24,19:00,Mahaweli Reach Hotel Conference Room,"173 Lake Road, Kandy",Kandy Foodies Club,"Live performances, food stalls, and family activities.",200,200,7.245143,80.609406,4.5376,95.32,32.33677027,"family,outdoor,tickets_required"
Grand Coding Workshop in Kandy,Business Expo,17-Oct-25,16:00,Local Community Hall,"163 Garden Avenue, Kandy",Kandy Cultural Society,A community-focused event bringing together locals and visitors.,200,150,7.263774,80.637577,4.5376,95.32,32.33677027,"indoor,professional,free"
Grand Job Fair in Kandy,Food Event,9-Aug-26,9:00,Kandy Town Hall,"105 Hill Street, Kandy",Sri Lanka Conference Org,Hands-on workshop suitable for beginners and professionals.,2000,750,7.265287,80.591781,4.5376,95.32,32.33677027,"kids,outdoor,paid"
Weekly Film Night in Kandy,Theatre,31-Jan-24,10:30,Nawaloka Hall,"54 Peradeniya Road, Kandy",Mahaweli Event Planners,"Live performances, food stalls, and family activities.",0,750,7.249532,80.626524,4.5376,95.32,32.33677027,"family,networking"
Annual Book Reading in Kandy,Theatre,19-Jun-24,16:00,Bogambara Stadium,"7 Garden Avenue, Kandy",Local Artists Collective,An informative session with expert speakers and networking opportunities.,1000,300,7.270118,80.600938,4.5376,95.32,32.33677027,"student,tickets_required,indoor"
Community Art Fair in Kandy,Art & Craft,27-Feb-24,14:00,Kandy Municipal Grounds,"200 Lake Road, Kandy",Kandy Tourism Board,"Live performances, food stalls, and family activities.",300,1000,7.317978,80.603689,4.5376,95.32,32.33677027,"indoor,outdoor,paid"
Monthly Food Festival in Kandy,Religious,27-Dec-26,18:00,Peradeniya Botanical Gardens Lawn,"58 Peradeniya Road, Kandy",Kandy Municipal Council,"Live performances, food stalls, and family activities.",0,1000,7.260104,80.593574,4.5376,95.32,32.33677027,"professional,indoor"
Open Food Festival in Kandy,Film Screening,13-Aug-26,18:15,Kandy Municipal Grounds,"186 Peradeniya Road, Kandy",Kandy Tourism Board,An outdoor celebration showcasing local culture and crafts.,1500,250,7.317517,80.659895,4.5376,95.32,32.33677027,networking
Local Coding Workshop in Kandy,Business Expo,16-Oct-26,6:00,Mahaweli Reach Hotel Conference Room,"43 Peradeniya Road, Kandy",Festival Lanka,An outdoor celebration showcasing local culture and crafts.,100,300,7.289965,80.611633,4.5376,95.32,32.33677027,"registration,networking"
Local Coding Workshop in Kandy,Sports Event,19-Feb-24,13:45,University of Peradeniya Lecture Theatre,"85 Main Street, Kandy",Kandy Tourism Board,An informative session with expert speakers and networking opportunities.,0,150,7.293807,80.625298,4.5376,95.32,32.33677027,"tickets_required,outdoor,student"
Grand Startup Pitch in Kandy,Film Screening,10-Nov-26,13:00,Bogambara Stadium,"106 Temple Road, Kandy",University of Peradeniya,An outdoor celebration showcasing local culture and crafts.,0,150,7.272229,80.620468,4.5376,95.32,32.33677027,indoor
Grand Tech Summit in Kandy,Food Event,15-Jul-23,21:30,Kandy Lakefront Hall,"86 Market Lane, Kandy",Local Artists Collective,A community-focused event bringing together locals and visitors.,0,1000,7.257494,80.626419,4.5376,95.32,32.33677027,student
Grand Yoga Session in Kandy,Food Event,23-Aug-26,13:45,Kandy Regency Hotel,"22 Peradeniya Road, Kandy",Kandy Music Circle,Hands-on workshop suitable for beginners and professionals.,0,750,7.279954,80.659991,4.5376,95.32,32.33677027,"networking,paid"
Grand Art Fair in Kandy,Religious,1-Nov-24,8:00,Kandy Open-Air Stage,"108 Lake Road, Kandy",Sri Lanka Conference Org,Hands-on workshop suitable for beginners and professionals.,300,75,7.309057,80.593328,4.5376,95.32,32.33677027,indoor
Community Startup Pitch in Kandy,Business Expo,15-May-26,10:00,Temple of the Tooth Grounds,"150 Garden Avenue, Kandy",Kandy Municipal Council,A community-focused event bringing together locals and visitors.,0,750,7.290003,80.620906,4.5376,95.32,32.33677027,"free,kids"
Community Film Night in Kandy,Art & Craft,26-Aug-24,16:00,Kandy Town Hall,"87 Main Street, Kandy",Heritage Kandy,Hands-on workshop suitable for beginners and professionals.,0,400,7.244781,80.608611,4.5376,95.32,32.33677027,professional
Grand Music Night in Kandy,Business Conference,2-Jul-25,8:15,Kandy Regency Hotel,"166 Peradeniya Road, Kandy",Kandy Tourism Board,A community-focused event bringing together locals and visitors.,1000,1000,7.311033,80.606435,4.5376,95.32,32.33677027,paid
Local Film Night in Kandy,Business Expo,17-Aug-24,8:15,Kandy Open-Air Stage,"6 Temple Road, Kandy",Heritage Kandy,A community-focused event bringing together locals and visitors.,0,500,7.307049,80.657006,4.5376,95.32,32.33677027,networking
Annual Food Festival in Kandy,Business Expo,25-Jun-26,13:30,Peradeniya Botanical Gardens Lawn,"189 Lake Road, Kandy",Sri Lanka Conference Org,Hands-on workshop suitable for beginners and professionals.,1000,75,7.314254,80.590245,4.5376,95.32,32.33677027,"student,professional,kids"
Monthly Book Reading in Kandy,Networking,4-Mar-24,8:15,Peradeniya Botanical Gardens Lawn,"129 Garden Avenue, Kandy",Kandy Youth Network,"Live performances, food stalls, and family activities.",500,1000,7.262582,80.627781,4.5376,95.32,32.33677027,"free,student"
Weekly Book Reading in Kandy,Education,8-Nov-24,21:45,Nawaloka Hall,"188 Main Street, Kandy",Festival Lanka,An outdoor celebration showcasing local culture and crafts.,0,400,7.262825,80.638504,4.5376,95.32,32.33677027,networking
Local Film Night in Kandy,Cultural Festival,15-Mar-23,12:15,Mahaweli Reach Hotel Conference Room,"84 Peradeniya Road, Kandy",Heritage Kandy,A community-focused event bringing together locals and visitors.,0,100,7.245121,80.59393,4.5376,95.32,32.33677027,"tickets_required,family"
Weekly Business Meetup in Kandy,Academic Seminar,27-Feb-24,6:45,Kandy City Centre Auditorium,"192 Temple Road, Kandy",Lanka Events Co.,An outdoor celebration showcasing local culture and crafts.,100,250,7.303573,80.647282,4.5376,95.32,32.33677027,professional
Weekly Food Festival in Kandy,Networking,5-Jul-26,15:45,Peradeniya Botanical Gardens Lawn,"3 Peradeniya Road, Kandy",Kandy Sports Association,An informative session with expert speakers and networking opportunities.,100,500,7.297103,80.642123,4.5376,95.32,32.33677027,professional
Annual Coding Workshop in Kandy,Market,25-Dec-26,22:30,Riverbank Event Space,"49 Market Lane, Kandy",Heritage Kandy,Hands-on workshop suitable for beginners and professionals.,0,200,7.268169,80.658198,4.5376,95.32,32.33677027,"outdoor,paid,student"
Local Cultural Show in Kandy,Educational Workshop,18-Dec-25,13:15,Kandy Art Gallery,"33 Main Street, Kandy",Kandy Municipal Council,"Live performances, food stalls, and family activities.",0,100,7.241752,80.646305,4.5376,95.32,32.33677027,"paid,tickets_required"
Community Book Reading in Kandy,Film Screening,3-Mar-23,7:30,Pallekele International Cricket Stadium,"193 Lake Road, Kandy",Heritage Kandy,A community-focused event bringing together locals and visitors.,1000,50,7.246155,80.607011,4.5376,95.32,32.33677027,"indoor,paid,professional"
Monthly Business Meetup in Kandy,Education,13-Nov-23,20:15,Kandy Open-Air Stage,"85 Temple Road, Kandy",Mahaweli Event Planners,A community-focused event bringing together locals and visitors.,1500,75,7.2849,80.611131,4.5376,95.32,32.33677027,paid
Local Music Night in Kandy,Food Event,1-Apr-23,20:45,Local Community Hall,"42 Garden Avenue, Kandy",Peradeniya Botanical Events,"Live performances, food stalls, and family activities.",0,150,7.266652,80.616094,4.5376,95.32,32.33677027,"professional,kids,student"
Monthly Film Night in Kandy,Cultural Festival,7-Jun-24,21:15,Bogambara Stadium,"150 Main Street, Kandy",Local Artists Collective,Hands-on workshop suitable for beginners and professionals.,500,500,7.258784,80.64065,4.5376,95.32,32.33677027,"kids,free,indoor"
Local Tech Summit in Kandy,Academic Seminar,19-Jul-25,10:45,Ramada Kandy Banquet,"120 Temple Road, Kandy",Heritage Kandy,A community-focused event bringing together locals and visitors.,0,400,7.314316,80.635685,4.5376,95.32,32.33677027,"paid,kids"
Grand Book Reading in Kandy,Music Event,6-Mar-23,18:30,Mahaweli Reach Hotel Conference Room,"200 Peradeniya Road, Kandy",Festival Lanka,A community-focused event bringing together locals and visitors.,1500,150,7.286084,80.643646,4.5376,95.32,32.33677027,"indoor,kids,registration"
